Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1989,CA-2019-127509,2019-11-09,2019-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0,215.1198
1990,CA-2019-127509,2019-11-09,2019-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0,12.3234
1991,CA-2019-127509,2019-11-09,2019-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966
2006,CA-2018-111150,2018-12-31,2019-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0,11.5752
2007,CA-2018-111150,2018-12-31,2019-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0,16.1602
2152,CA-2018-167360,2018-11-24,2018-11-29,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0,43.5981
2402,CA-2021-145877,2021-04-01,2021-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6,0,23.55
2403,CA-2021-145877,2021-04-01,2021-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.348
2623,CA-2018-164861,2018-12-03,2018-12-06,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,0,12.4416
2663,CA-2021-159604,2021-04-14,2021-04-15,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,0,4.2048
3108,CA-2020-121671,2020-07-17,2020-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,10.0878
3109,CA-2020-121671,2020-07-17,2020-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.85880000000002
3110,CA-2020-121671,2020-07-17,2020-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,3.7436
3111,CA-2020-121671,2020-07-17,2020-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0,25.4016
3112,CA-2020-121671,2020-07-17,2020-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,47.7306
3567,CA-2021-103877,2021-09-07,2021-09-14,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,64055,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,3,0,757.4112
3851,CA-2019-142377,2019-12-04,2019-12-09,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,85.96,7,0,40.4012
4511,CA-2020-119935,2020-11-10,2020-11-14,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0,17.158
4512,CA-2020-119935,2020-11-10,2020-11-14,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0,39.3408
5155,US-2019-124219,2019-08-07,2019-08-08,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0,13.064
5156,US-2019-124219,2019-08-07,2019-08-08,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0,34.0704
5222,CA-2021-117401,2021-05-18,2021-05-22,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
5223,CA-2021-117401,2021-05-18,2021-05-22,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.29900000000001
5224,CA-2021-117401,2021-05-18,2021-05-22,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,0,20.7312
5773,CA-2019-158939,2019-11-26,2019-12-01,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,1,0,233.9961
6173,US-2018-106299,2018-08-02,2018-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0,12.549
6174,US-2018-106299,2018-08-02,2018-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2,0,9.116
6175,US-2018-106299,2018-08-02,2018-08-08,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0,226.3626
6619,US-2021-167402,2021-01-13,2021-01-18,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0,15.552
6620,US-2021-167402,2021-01-13,2021-01-18,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6,0,54.5844
6621,US-2021-167402,2021-01-13,2021-01-18,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0,83.2810000000001
6622,US-2021-167402,2021-01-13,2021-01-18,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",212.94,3,0,53.235
6633,US-2020-146857,2020-05-06,2020-05-08,Second Class,BE-11455,Brad Eason,Home Office,United States,Springfield,Missouri,65807,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,0,15.2544
7141,CA-2021-128783,2021-09-07,2021-09-07,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,4,0,46.5432
7142,CA-2021-128783,2021-09-07,2021-09-07,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,5,0,37.884
8020,CA-2021-167227,2021-11-02,2021-11-05,First Class,NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116,Central,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,83.9,10,0,20.975
8021,CA-2021-167227,2021-11-02,2021-11-05,First Class,NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,5.7624
8732,CA-2019-111017,2019-07-31,2019-08-06,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",52.59,3,0,15.777
8829,CA-2019-115168,2019-06-05,2019-06-09,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Saint Charles,Missouri,63301,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,10.56,2,0,4.752
8890,CA-2020-147256,2020-10-17,2020-10-21,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,65203,Central,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.97,3,0,220.4853
8891,CA-2020-147256,2020-10-17,2020-10-21,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,65203,Central,OFF-AP-10003057,Office Supplies,Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",1927.59,7,0,751.7601
8990,US-2019-128587,2019-12-24,2019-12-30,Standard Class,HM-14860,Harry Marie,Corporate,United States,Springfield,Missouri,65807,Central,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",9.68,2,0,3.7752
8991,US-2019-128587,2019-12-24,2019-12-30,Standard Class,HM-14860,Harry Marie,Corporate,United States,Springfield,Missouri,65807,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,7,0,2302.9671
9073,CA-2020-142524,2020-09-04,2020-09-08,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,16.56,2,0,7.7832
9074,CA-2020-142524,2020-09-04,2020-09-08,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,0,67.188
9255,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0,15.2225
9256,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3,0,6.8724
9257,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344
9258,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0,53.2704
9259,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,51.9,3,0,24.393
9260,CA-2018-168368,2018-02-11,2018-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
9366,US-2018-166828,2018-08-22,2018-08-25,First Class,JF-15415,Jennifer Ferguson,Consumer,United States,Saint Charles,Missouri,63301,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2,0,5.6644
